MTB lambdagcspa lambdagcnospa
1 1.00194457537748 1.00194457537748
2 0.995144759140195 0.995144759140195
3 0.989482300248748 0.989482300248748
4 0.993335141922688 0.993335141922688
5 1.00290503713948 1.00290503713948
6 0.990352991282521 0.990352991282521
7 1.0056124189308 1.0056124189308
8 1.00816084946979 1.00816084946979
9 0.995170329272039 0.995170329272039
10 1.00885092968412 1.00885092968412
11 0.995088971429582 0.995088971429582
12 0.995235419038892 0.995235419038892
13 1.0034007195948 1.0034007195948
14 1.00325339908726 1.00325339908726
15 1.02294567940563 1.02294567940563
16 1.00327912056573 1.00327912056573
17 1.00339136544231 1.00339136544231
18 1.00293776526812 1.00293776526812
19 1.0026198665554 1.0026198665554
20 1.0007863698912 1.0007863698912
21 0.997378132316634 0.997378132316634
22 1.0010198005904 1.0010198005904
23 0.992775782935489 0.992775782935489
24 1.00283490766277 1.00283490766277
25 1.00289101086326 1.00289101086326
26 1.0080529088633 1.0080529088633
27 1.00184879965351 1.00184879965351
28 1.00533839698585 1.00533839698585
29 1.01748716023207 1.01748716023207
30 1.0098373563057 1.0098373563057
31 1.00128362498376 1.00128362498376
32 1.00495204832956 1.00495204832956
33 1.00456580785697 1.00456580785697
34 1.01058939162964 1.01058939162964
35 1.0070114807876 1.0070114807876
36 1.00156618331356 1.00156618331356
37 0.997736741051259 0.997736741051259
38 1.00279049424378 1.00279049424378
39 1.010815081919 1.010815081919
40 1.00765172538871 1.00765172538871
41 0.996095824301516 0.996095824301516
42 1.00247496668944 1.00247496668944
43 1.00987024928296 1.00987024928296
44 1.02141438010634 1.02141438010634
45 1.02000545873418 1.02000545873418
46 1.00355039479874 1.00355039479874
47 0.994298889290337 0.994298889290337
48 1.00255676304231 1.00255676304231
49 1.00500823777354 1.00500823777354
50 0.996219115785162 0.996219115785162
51 1.0234034988978 1.0234034988978
52 1.02440505746202 1.02440505746202
53 0.995549288102481 0.995549288102481
54 1.00237448024124 1.00237448024124
55 1.00204035777004 1.00204035777004
56 0.997489896268275 0.997489896268275
57 1.00195625599673 1.00195625599673
58 1.01141475056941 1.01141475056941
59 1.00737260794785 1.00737260794785
60 1.02317338430522 1.02317338430522
61 1.00301257570116 1.00301257570116
62 1.00858800136652 1.00858800136652
63 0.995809737745883 0.995809737745883
64 1.01535313341126 1.01535313341126
65 1.00075836101003 1.00075836101003
66 1.00581855673065 1.00581855673065
67 1.00638090730642 1.00638090730642
68 1.00222493288759 1.00222493288759
69 1.0058045009025 1.0058045009025
70 0.998265510920708 0.998265510920708
71 0.996558806247039 0.996558806247039
72 1.00258247156247 1.00258247156247
73 1.0090458106259 1.0090458106259
74 1.00760950235422 1.00760950235422
75 1.01599488543434 1.01599488543434
76 1.00677234467421 1.00677234467421
77 1.00111785330459 1.00111785330459
78 0.998994941852519 0.998994941852519
79 0.994954160500672 0.994954160500672
80 1.00248431442226 1.00248431442226
81 1.00838144989292 1.00838144989292
82 1.00916557037073 1.00916557037073
83 1.00328145892525 1.00328145892525
84 1.00857861227269 1.00857861227269
85 0.997964995556825 0.997964995556825
86 1.00143073487899 1.00143073487899
87 1.00575999167472 1.00575999167472
88 0.986469278038843 0.986469278038843
89 0.989308691474451 0.989308691474451
90 1.00589118074025 1.00589118074025
91 1.00719906751719 1.00719906751719
92 1.0080247518287 1.0080247518287
93 0.991282186264398 0.991282186264398
94 1.00259649457772 1.00259649457772
95 1.00701148077964 1.00701148077964
96 1.00383575785908 1.00383575785908
97 0.99679617417797 0.99679617417797
98 1.00463134410575 1.00463134410575
99 1.00878754065363 1.00878754065363
100 0.998365697304227 0.998365697304227
101 0.999211748280571 0.999211748280571
102 1.03459176849672 1.03459176849672
103 0.993834347957199 0.993834347957199
104 1.00472497265218 1.00472497265218
105 1.00883684297073 1.00883684297073
106 1.00830869478531 1.00830869478531
107 1.00333758031575 1.00333758031575
108 1.00516511208442 1.00516511208442
109 1.01076335797864 1.01076335797864
110 1.0103073304992 1.0103073304992
111 0.993246928952983 0.993246928952983
112 1.02027529305274 1.02027529305274
113 0.998151353954982 0.998151353954982
114 1.00831573543227 1.00831573543227
115 1.01006292399074 1.01006292399074
116 1.01073044378168 1.01073044378168
117 1.01533662165234 1.01533662165234
118 1.00428497370232 1.00428497370232
119 1.00600598145232 1.00600598145232
120 1.00720610250915 1.00720610250915
121 1.01549702995443 1.01549702995443
122 1.00687080752077 1.00687080752077
123 1.01273964419654 1.01273964419654
124 1.01531067498372 1.01531067498372
125 1.02299311484196 1.02299311484196
126 1.02509374868536 1.02509374868536
127 0.994638104013991 0.994638104013991
128 1.00521896867135 1.00521896867135
129 0.998768846670594 0.998768846670594
130 0.993534802440532 0.993534802440532
131 0.997406072506456 0.997406072506456
132 0.998731556243106 0.998731556243106
133 1.00155450618275 1.00155450618275
134 0.999305008922445 0.999305008922445
135 0.999948679925278 0.999948679925278
136 1.00868659365413 1.00868659365413
137 1.0052072604626 1.0052072604626
138 0.999342314983404 0.999342314983404
139 1.00396442449474 1.00396442449474
140 1.00431773480367 1.00431773480367
141 0.996502960970893 0.996502960970893
142 1.01044130236881 1.01044130236881
143 0.998193288023005 0.998193288023005
144 1.00474369912906 1.00474369912906
145 1.00631060119981 1.00631060119981
146 0.996128390783076 0.996128390783076
147 1.01052592288113 1.01052592288113
148 0.993848281903795 0.993848281903795
149 1.00063466115073 1.00063466115073
150 1.00125327097163 1.00125327097163
151 1.00492629560533 1.00492629560533
152 1.0075625893014 1.0075625893014
153 1.00695520975995 1.00695520975995
154 0.997138335520275 0.997138335520275
155 1.00812095738905 1.00812095738905
156 1.00704665136893 1.00704665136893
157 1.00542036380401 1.00542036380401
158 0.99867795295222 0.99867795295222
159 1.01961026938071 1.01961026938071
160 1.00649809240957 1.00649809240957
161 1.00165493259452 1.00165493259452
162 1.00111084937685 1.00111084937685
163 1.00770098727739 1.00770098727739
164 1.00830400103926 1.00830400103926
165 1.00598489492241 1.00598489492241
166 1.00473901747805 1.00473901747805
167 1.00181609726411 1.00181609726411
168 0.99841462819183 0.99841462819183
169 0.999325993457097 0.999325993457097
170 1.00464772863276 1.00464772863276
171 1.00295880532126 1.00295880532126
172 0.996852031410706 0.996852031410706
173 0.993272463661356 0.993272463661356
174 0.994826334757488 0.994826334757488
175 1.00271335855986 1.00271335855986
176 1.00178105986247 1.00178105986247
177 1.00664810397768 1.00664810397768
178 1.00447219010056 1.00447219010056
179 0.993019458919052 0.993019458919052
180 0.998689605663061 0.998689605663061
181 0.999479889691356 0.999479889691356
182 1.0086584236947 1.0086584236947
183 1.00006298635849 1.00006298635849
184 1.01336605594412 1.01336605594412
185 1.00397144300321 1.00397144300321
186 1.00349192595935 1.00349192595935
187 1.00476710764632 1.00476710764632
188 0.997725096460527 0.997725096460527
189 1.00483265335894 1.00483265335894
190 1.00557025812624 1.00557025812624
191 1.00268531030002 1.00268531030002
192 1.00290971250141 1.00290971250141
193 1.00099412130226 1.00099412130226
194 0.991391135804805 0.991391135804805
195 0.994463839385521 0.994463839385521
196 1.00851288816154 1.00851288816154
197 0.991847891140084 0.991847891140084
198 0.998633673573267 0.998633673573267
199 1.00442772388307 1.00442772388307
200 1.00291205038472 1.00291205038472
201 1.00247964044876 1.00247964044876
202 0.994668312523379 0.994668312523379
203 1.00293542751177 1.00293542751177
204 1.00388488369387 1.00388488369387
205 1.00557260036268 1.00557260036268
206 1.00886032091406 1.00886032091406
207 1.00428965385966 1.00428965385966
208 0.995619046594089 0.995619046594089
209 1.00193289505162 1.00193289505162
210 1.00596849442413 1.00596849442413
211 0.994050340075813 0.994050340075813
212 1.00263388998319 1.00263388998319
213 0.998118739417353 0.998118739417353
214 1.00779013231657 1.00779013231657
215 1.00659184782531 1.00659184782531
216 0.998058171569892 0.998058171569892
217 1.00162457035482 1.00162457035482
218 1.00665748024181 1.00665748024181
219 1.01358984298499 1.01358984298499
220 0.990582334752605 0.990582334752605
221 0.98998473228905 0.98998473228905
222 0.996549498522027 0.996549498522027
223 0.994068921626586 0.994068921626586
224 1.0011458696495 1.0011458696495
225 0.987042233542118 0.987042233542118
226 1.00320195751934 1.00320195751934
227 0.999570836492726 0.999570836492726
228 0.990973929359749 0.990973929359749
229 0.978854386121264 0.978854386121264
230 0.999057882068554 0.999057882068554
231 0.993815769582381 0.993815769582381
232 0.993272463708616 0.993272463708616
233 0.99405963101277 0.99405963101277
234 0.999146469597749 0.999146469597749
235 0.989588791064905 0.989588791064905
236 0.994120022244877 0.994120022244877
237 0.989899051081827 0.989899051081827
238 1.00573188136243 1.00573188136243
239 1.00613719387006 1.00613719387006
240 1.00511828207137 1.00511828207137
241 1.0051627705635 1.0051627705635
242 1.00206372034866 1.00206372034866
243 1.00061365664853 1.00061365664853
244 1.00421945390653 1.00421945390653
245 0.991817745226034 0.991817745226034
246 0.994157187506017 0.994157187506017
247 0.993910986416846 0.993910986416846
248 0.994886759953791 0.994886759953791
249 0.997813598029511 0.997813598029511
250 1.00680282047727 1.00680282047727
251 1.01459143779089 1.01459143779089
252 1.01192055502974 1.01192055502974
253 0.99654019092336 0.99654019092336
254 0.994257074115063 0.994257074115063
255 0.996968408000427 0.996968408000427
256 1.002776469253 1.002776469253
257 0.995837646016287 0.995837646016287
258 0.991898908874138 0.991898908874138
259 1.01449713922013 1.01449713922013
260 1.00486308643873 1.00486308643873
261 1.00884153852591 1.00884153852591
262 1.00475540331617 1.00475540331617
263 1.00442772388307 1.00442772388307
264 1.00978097009857 1.00978097009857
265 1.00288867317833 1.00288867317833
266 1.00027762820841 1.00027762820841
267 0.998251531972952 0.998251531972952
268 1.02542871776385 1.02542871776385
269 1.00635044068642 1.00635044068642
270 1.00648871724357 1.00648871724357
271 0.998179309842202 0.998179309842202
272 0.992158664756565 0.992158664756565
273 1.00217820268657 1.00217820268657
274 1.01188290746069 1.01188290746069
275 1.00545080964165 1.00545080964165
276 0.989051791287484 0.989051791287484
277 0.997978971650473 0.997978971650473
278 1.00925246134175 1.00925246134175
279 0.995767876429381 0.995767876429381
280 0.9884016561519 0.9884016561519
281 1.00316454670378 1.00316454670378
282 1.00400887575519 1.00400887575519
283 1.00982795841704 1.00982795841704
284 1.02622726533836 1.02622726533836
285 0.999279361616841 0.999279361616841
286 0.984447379345781 0.984447379345781
287 0.988612164165878 0.988612164165878
288 1.00601301033274 1.00601301033274
289 1.00661763155694 1.00661763155694
