ATxG2G ATxnG2G TTxG2G TTxnG2G
-0.475013391625715 -0.606975266045991 0.574503755174132 0.507484902497576
0.742218692622777 0.585445609765325 -0.346260812729394 -0.981403489658708
0.359273038852044 0.911106907520254 -0.877743669316621 -0.392636277055678
0.46929788258142 0.467458776508591 -0.521365594331084 -0.415391064758927
0.228749567011864 0.962688698848041 -0.829700783592725 -0.361737482267183
0.315588418533318 1.02103785139626 -0.816708844062293 -0.519917425867285
0.0359227836278178 0.852151809044292 -0.741386793639926 -0.146687799032183
0.426534772572123 1.10954117667359 -0.808070793798327 -0.728005155447389
-0.510925115199188 -0.66917798182106 0.555290431432717 0.62481266558753
-0.777596874265114 -0.908859184634495 0.653764729944045 1.03269132895557
0.389890527329656 0.93975771641847 -0.775556670757302 -0.554091572990819
0.306622482251515 1.04570953298485 -1.00385214474103 -0.348479870495336
-0.780987434523522 -0.571372377587522 0.497862807673765 0.85449700443728
0.27065416763112 0.939852203744467 -0.735508846357195 -0.47499752501839
0.0878565668921986 0.808276842276618 -0.613334251676709 -0.282799157492108
-0.495003915612126 -0.847287249925001 0.849792727433073 0.492498438104054
0.702501652274267 0.327858168752396 -0.0973598692201254 -0.932999951806537
1.07657700389701 0.578607134063357 -0.812133794489981 -0.843050343470381
0.511124905843379 1.01931895762562 -1.04395117544042 -0.486492688028582
0.609588562384154 0.534875014091389 -0.644002125909979 -0.500461450565564
0.298008943424405 0.727019189187864 -0.678052451371515 -0.346975681240754
0.186412062020976 0.925510853951407 -0.621491448582375 -0.490431467390006
0.416821122691855 0.761749620459645 -0.710140050876777 -0.468430692274725
0.349631630906631 -0.459935394091973 0.568659731236498 -0.458355968051159
0.261021455411349 1.07213928692408 -0.880224042692078 -0.452936699643352
0.747667200600178 0.641221647551773 -0.598765899271994 -0.790122948879956
-0.526419977754737 -0.487569731921525 0.479100039778361 0.534889669897901
-0.204662342096701 -0.933809842957069 0.515475380862315 0.622996804191455
0.211352580395995 0.915262228682851 -0.729165420933222 -0.397449388145625
0.969425752284408 0.138283490148401 -0.153226875058458 -0.954482367374352
-0.794217205787131 -0.879843429181985 0.704410360211458 0.96965027475766
-0.425907455406624 -0.554810098789472 0.478164672018819 0.502552882177277
0.420977051631023 0.852595896260315 -0.84269781720512 -0.430875130686219
-0.53101853308483 -0.5676698132188 0.547238719793121 0.551449626510509
0.534835720339231 0.847147186865851 -0.720260206674825 -0.661722700530259
0.437179010489532 1.03552213547103 -1.00560412511191 -0.467097020848646
0.451333341796317 0.805294317785025 -0.582803256910356 -0.67382440267099
0.664114687912762 0.168229147110174 -0.220208407509964 -0.612135427512972
-0.560384471632588 -1.00806870072014 0.981976043194181 0.586477129158551
0.653544273846917 0.678471960901554 -0.558505616272027 -0.773510618476444
0.42762725689003 0.942995661526326 -0.853151755281483 -0.517471163134873
0.659131739762423 -0.330033672822937 0.331904884589839 -0.661002951529325
0.289845075620574 0.98038241090402 -1.02320635363076 -0.247021132893833
0.81015306158555 0.404988984851943 -0.425602841369995 -0.789539205067498
-0.513521760970939 -0.601790589188265 0.578051357285848 0.537260992873356
0.482668824386274 1.05610578478646 -0.941978454440932 -0.596796154731806
-0.616229660685044 -0.712030404222756 1.02116725947534 0.307092805432465
0.47337783570396 0.488125985319079 -0.308894027480973 -0.652609793542067
-0.707441454355544 -0.630097985349491 0.534510763150349 0.803028676554686
0.842068106545643 0.529778239177202 -0.17606807189522 -1.19577827382762
0.485734388854734 0.165869287926383 -0.417877669369207 -0.23372600741191
-0.553276123116795 -0.757255937257483 0.893907114539886 0.416624945834392
1.0179161793547 0.178252217841864 -0.254729832433059 -0.941438564763502
0.796665754484057 -0.18697203549519 0.132190904220469 -0.741884623209336
0.92106442159989 -0.0413125766383469 0.11814854172858 -0.99790038669012
-0.0666025423676676 0.965751629024037 -0.646554940680376 -0.252594145975994
-0.606596842643167 -0.782273193632705 0.694435018137937 0.694435018137937
0.580697292707018 0.856901299190839 -0.724595277836894 -0.713003314060962
-0.648357980014125 -0.832600540926612 0.751841691998879 0.729116828941857
-0.402478083068789 -0.659363358545819 0.696728094610422 0.365113347004187
0.587406083282371 0.70056034345577 -0.654659781700762 -0.633306645037379
-0.696434628328126 -0.411379344756483 0.442112395844625 0.665701577239985
0.23772950158475 0.953799067137252 -0.856509803126891 -0.335018765595111
0.680297489063104 0.568295833978562 -0.575648422145488 -0.672944900896177
-0.549747055452096 -0.441832001396888 0.2799660914555 0.711612965393483
0.670232442217409 0.755994708962444 -0.567513827987755 -0.858713323192094
0.535057004965405 0.861024603478945 -1.09453773491654 -0.301543873527809
0.328276355314949 0.940211642394867 -1.05474915497388 -0.213738842735935
-0.753403430115876 -0.724833492894343 0.515013952147377 0.963222970862844
-0.825823017117586 -0.465611864276857 0.647294348716202 0.644140532678243
1.0958760302069 0.422575277845013 -0.427655164360948 -1.09079614369097
0.928345117406333 0.120069855485149 -0.141607742195423 -0.906807230696058
-0.554080390696616 -0.919194572659524 0.802651068824671 0.670623894531471
1.02729556401065 0.525256385051139 -0.590688736686579 -0.961863212375215
0.430639990983484 0.716603648812966 -0.409265503245725 -0.737978136550724
0.638644860607402 0.506649007783536 -0.264600864385651 -0.880693004005287
0.539578721374401 0.51232434669666 -0.560564553159678 -0.491338514911381
1.02420582430427 0.23208234941706 -0.349150686250529 -0.907137487470802
0.3882934089434 0.91213345247925 -0.706113011588919 -0.594313849833735
0.741125205254879 0.549340846150586 -0.495316526685221 -0.795149524720244
-0.758527506483236 -0.382036543382109 0.265114889063891 0.87544916080146
0.685495000640175 0.720203863133902 -0.741443970379366 -0.664254893394711
0.311625319651216 0.786970081749119 -0.340669737082339 -0.757925664317997
0.631593996751242 0.784113538361803 -0.707853767556522 -0.707853767556522
-0.731565599550435 -0.262272601996165 0.871838405492862 0.121999796053739
0.235034797497911 0.973435183968079 -0.862704052869103 -0.345765928596886
0.247224481385107 0.809717523681921 -0.891782467682161 -0.165159537384865
0.335670409058473 1.03945118310332 -0.860800575420044 -0.514321016741748
0.956606319820556 0.676981717159221 -0.527952761303667 -1.10563527567611
-0.280090567873615 -1.01864005257114 0.762734261469616 0.535996358975145
0.089396120954298 1.03224657715629 -0.679914510752559 -0.441728187358024
0.823957455269267 0.0350983133902874 -0.472070294508301 -0.386985474151253
0.875943839583674 0.69424393867452 -0.751044072729945 -0.81914370552825
0.644025998827962 0.338929516183542 -0.166280024163034 -0.816675490848469
0.72167497086646 0.471399784239947 -0.301876883117653 -0.891197871988756
-0.221116191389623 -0.967792881869236 0.663348574168869 0.525560499089989
0.680862814854188 0.294714728705807 -0.0753761028032544 -0.900201440756742
0.412376400980535 0.551937224337714 -0.581069255227973 -0.383244370090275
0.503002301397215 0.840128793350998 -0.528774963484968 -0.814356131263249
0.292028048441448 0.948716505196921 -0.738881838126331 -0.501862715512039
0.0290971412594157 -0.682037679270005 1.03297880522468 -0.380038267214088
0.955725963227191 0.484932136868507 -0.635764475485226 -0.804893624610473
0.875452675699486 0.631415380262417 -0.681918138884394 -0.824949917077507
0.704293790398956 0.410230957935575 -0.446188371583515 -0.668336376751019
-0.553707885652932 -0.741225641685439 0.464532716578403 0.830400810759972
-0.617217351764647 -0.589453876288259 0.566670252554237 0.640000975498671
-0.354921249576754 -0.724415346828463 0.716219728908958 0.363116867496261
0.321037355303017 0.926540069460185 -0.783425058626088 -0.464152366137111
0.376122244313075 0.699262535932959 -0.219413208231714 -0.85597157201432
0.309594923514262 1.10988442296432 -0.900192072254175 -0.519287274224411
0.76876502947608 0.257762628042129 -0.365345041764086 -0.661182615754126
0.630945223633909 0.916012323020578 -0.442221535958417 -1.10473601069607
0.472423381198277 0.701472786484897 -0.255241889512163 -0.918654278171011
0.0520491251670969 -0.987348387013073 0.790783645382642 0.144515616463335
0.446913755662393 1.17590788391022 -1.07825787622841 -0.544563763344212
-0.485212659458427 -0.837977860173003 0.666540474879815 0.656650044751614
0.500251436849073 0.86658690262002 -0.687483555110113 -0.679354784358981
0.686532469942286 0.799785796938441 -0.717671262058203 -0.768647004822522
-0.113548187069352 -0.733617753998895 0.731864900268071 0.115301040800174
0.780830904481104 0.062639972401847 0.190933110039612 -1.03440398692256
