log2FoldChange logFDR
0.165105260995331 1.75984984341195
-0.0142691674840661 0.0440489850144856
0.193622570709031 0.73019189800997
0.170841039064739 1.67086035971244
-0.0404694917478264 0.608206798483559
0.0982234853355824 0.674621034449055
0.257987942536935 2.14533547200795
0.0929343430437746 0.351051671508411
0.192354870001676 2.39145792891353
0.206849227706591 2.12997114407318
0.226987639082149 1.00617006999585
0.0647737934242226 0.152510009647794
0.348364546549669 3.38059199269981
0.138253446261176 0.463415374312295
0.13743815895203 0.197726067440613
-0.0325129380347458 0.0852676207021855
-0.649401874868306 2.31056948100085
-0.11907191405011 2.26886738055324
-0.171452795588886 0.334069727097617
-0.104121799777643 0.352779190210707
-0.170732434656814 0.71350394882632
0.106371351000503 1.71049315242072
-0.0498662802157405 0.25455743251606
-0.00319857951708765 0.00941647761997073
0.243158085523205 3.16973855301823
0.061925746005107 0.121732512987841
0.20931168213465 0.955446937463671
-0.494020875594489 2.69657891142491
0.0365249708134826 0.119874598625353
0.0989614006167798 0.403140258445517
0.150077770952826 1.13711966258063
-0.0607869113654038 0.335817649115958
0.0480941722306628 0.357140044069128
0.227938267228804 2.12627465441269
-0.1594001450728 1.28285720924431
-1.07725387043991 2.09386279330786
0.383043036122711 2.92074208005826
0.247204301423776 2.50898123522011
0.311279677340412 2.72963686396064
0.191328812713263 1.39762063902723
0.272329038861296 2.42443298785564
0.169839724429554 0.718639255655228
0.0695064383631395 0.330488673664274
-0.17463825664653 0.365587051696115
-0.274558128079216 0.666374783801707
0.371362596405005 3.05016964960421
0.0414147709478933 0.214526782277368
0.0915116957240523 0.488635722630003
0.0895442742315508 0.450211535650136
0.00513233006644639 0.00906484869428325
0.157047880782525 2.12456978955908
0.289526428484774 2.05184762434437
0.140405305388132 1.90893797711214
-0.535619366954533 2.70562070433005
0.00378760671559918 0.0119605676609758
0.110993486502343 0.58611031967867
0.211478643723367 0.531493261219079
0.192148009690227 0.822309642970305
0.263245157649708 0.753460460216415
0.0828775596031261 0.431712406857408
0.210476510505057 0.62635314977381
0.0505167608705944 0.397105372126227
-0.0232326917132291 0.0505516062963321
0.683326274270323 3.93691922872328
-0.067662169100803 0.201723312030617
0.109867971038288 0.350575966156139
0.169055002607153 0.402083593515453
0.223947550208605 1.27389822461775
0.0738500710264476 0.225421734503976
0.363138948191936 3.86188381067334
0.410356934058194 3.19035711127749
0.459358484791783 3.57032172160077
0.153554031034647 0.840441105991291
0.393484217185031 2.69978165553265
0.299348389215231 2.17242503441956
0.37607103391768 2.17191042133131
-0.0294418184074988 0.059071339747187
-0.0276994921574157 0.0790663291377616
0.382951786185455 3.62035081673811
0.0260610395492328 0.2051243414889
-0.112781003366671 0.335189753203637
0.0634884992342172 0.334307818007541
0.0307244548025449 0.225024984815809
0.0124153678493464 0.0424154722921593
0.118073440216646 0.703742801368596
-0.0365066266758996 0.0994324917363039
0.00225506495586858 0.00877691342688113
0.395690520521275 1.78179148579069
0.135929348335606 0.588351001316529
-0.0537951628636348 0.562966498088032
0.456614590546502 2.71299525176534
-0.000734507665000347 0.00137685266347886
0.336457643061903 2.78830782655932
0.4162759782902 2.24852318360113
0.0427250854487557 0.175045687327947
0.0890915269293493 0.512616738820785
0.163623875388544 0.48193431292468
0.125460368630719 1.46867874895294
0.0748640877399909 0.379911557877966
0.0763587503869859 0.263841510306812
-0.533196590021943 1.57716215654625
0.0594476510177738 0.319825035321107
0.0264580953896425 0.0725554648732855
0.130185992284831 1.5995405297262
-0.15225097683348 0.328060556585675
-0.234101040732142 1.08890237400934
-0.0495354802058766 0.117780415166354
0.0230122688209911 0.113744292457547
-0.0775049009447923 0.1965534946465
0.249886291227498 3.76189784170573
-0.160392185603186 0.655948996659709
-0.08070361044529 0.310292001768181
0.0793119442339947 0.334555432722072
0.376626124068921 1.96517102637722
0.05456286933082 0.156105417642708
0.224031487867191 0.905822704699671
0.213419417915893 1.27001492846721
0.0332085083215092 0.115559985048253
0.30523911038027 0.644079516591998
0.322551041634597 2.05130217003974
0.225462396306765 2.13301487188827
-0.0293861961570821 0.0651662035373912
0.0177237007650303 0.112289613679349
0.100229844410284 0.512395941478677
0.674371120205886 2.32994292322138
0.176956091664732 0.832124119409549
-0.202673085248623 1.35092218663468
0.142835161178087 0.478094431916248
-0.0147149755421023 0.0485171262486674
0.271016364201494 2.32467677098399
0.125266120892438 0.479959825748665
0.028569954858192 0.122662635982025
0.143738077570469 0.627353605895053
0.154435872530053 0.868043966607263
0.233721032990237 2.31132026211488
0.31157839098678 1.18095723242544
0.554536388413175 1.25249545574576
0.655742000495549 2.47701032489085
0.150307550481313 0.818259694613947
0.239152469741632 2.06335168184527
0.367833217623742 3.79040421816067
0.133660068190779 1.14882875537457
-0.0397374696757671 0.273217892733099
0.105618974695218 1.14694039225625
0.272536937123508 3.18059455602377
-0.00189391526296267 0.00266208308921792
0.607662266439147 2.467660509601
0.228715178286916 1.4958742200201
0.191157664698243 2.6151267587734
0.192137149403683 1.34032882510005
-1.44787186319467 2.89584553564694
0.0933836718977298 0.618060121691896
0.0452671766689034 0.166643133693075
0.168854430019974 2.50748912221616
0.0806271949434445 0.670618543473876
0.13170561077602 1.54751342983654
-0.154848274078633 1.49055993251469
0.0803363396410108 0.458759018070983
0.185877772616529 1.22202085998596
0.407245699589253 1.50473184567133
0.305561611699882 3.14759256644063
0.314488151774706 1.28835551193135
0.173571960239945 0.617406413934977
0.192125024689253 2.1100893712323
-0.0697435111821612 0.26589477856867
-0.0307448113883205 0.114950325497042
-0.0410949852010403 0.109156858895282
-0.090967227793999 0.624819420708432
0.199440196155802 1.48980959223777
0.035552795847089 0.0713124699695337
0.0316414336129012 0.0585831585858303
-0.142693285104935 0.384896419542011
0.293028240463769 2.87734412434629
-0.0258528491358499 0.0883404081581803
0.235313301370315 1.18367782903827
-0.0968160879667578 0.467226709605294
-0.532505967816176 0.446050587071141
0.180628359079396 1.14313837742609
0.42319807168878 3.87223835866495
0.242369102922387 0.839830025913271
0.262947517004293 1.44748789863318
-0.044229163460695 0.342767197556186
-0.190943106394098 0.674034199225891
0.0670571955085918 0.484336884902634
0.491054770473216 3.30564358127437
0.186692110143458 2.52442689542357
0.237966539121585 2.9303177520234
0.214014744324516 1.75826164849813
0.173241623206233 1.48385782041543
0.048784236089438 0.149197045736436
0.327249138214483 1.67086035971244
0.182733166391935 1.4078322920276
0.206559901989906 0.370530477113422
0.253083751539382 1.74284941495463
0.186837979046866 1.8989687708629
0.126965027415469 1.10476273695624
0.16281371179112 0.891522623719598
-0.0838402931907339 0.340082042968393
0.365630659934788 2.10671223794064
-0.25445616435989 3.53485827948769
-0.23425532559259 1.86812485407702
0.0987925254807459 0.233935331863287
0.0174474249859361 0.0586925734953114
-0.0190895469604362 0.0675980303163138
0.390025190752394 3.62115775238417
0.338465638741874 2.47016442863548
-0.105878866370366 0.429352274590412
0.190494434434912 1.47948540695116
0.038502008093195 0.0897870305232175
0.241650061637496 1.57222435988982
0.0460473111533831 0.174382217056814
0.117101059242511 0.718600313046707
0.332565158979244 2.27534374757232
0.0704332357338732 0.436616610376051
0.0779368866439 0.803692076073891
-0.0117528986249986 0.0780027464733035
-0.0129724527580776 0.0484999947401634
0.0130466152588864 0.0528631926302879
-0.402594855010974 1.46894384911013
0.22886217876164 1.38414812528336
0.0958943036722944 0.585271525334759
0.186642009564309 1.41334517099781
0.256312818128107 1.13230581198396
0.167256814571149 1.92851540369401
0.196612043886878 1.57222435988982
-0.140467550052411 2.1707183105963
0.199562832963484 0.52766990524362
-0.136162386158017 2.18797512118119
-0.0544779363095172 0.0882768370620959
0.094460010017572 0.241871147202545
0.152005708799213 0.616653800205908
0.147308917773891 0.850365976335768
0.286459061144257 2.74715453410347
-0.051244789672399 0.146636570933408
0.0632296784412141 0.415268636469523
0.0510176249879177 0.504648763519692
0.120481044956488 0.278356449931414
0.118712434438045 0.989281931774246
0.264375080570412 1.91774117387791
0.19490047294017 2.40042869806871
-0.0846079079490771 0.302628463372153
0.121882697467394 0.488141390327686
0.279914219085722 2.4009918677951
0.13223053501308 1.46892481785
0.168660487629518 0.920642187880492
0.217532711473956 1.68830309508664
-0.00690257043090957 0.0200274953947051
-0.248389234060854 0.154680929915739
0.204713889776591 1.51689660507707
0.345690399703161 3.11220178327467
-0.305906213385524 0.633572277696107
-0.939326029090025 2.60028492438682
0.21980509390619 2.93725017014328
0.187312882003047 1.15493013076868
0.206303841855989 1.29999758269264
-0.0607531418200684 0.141089885722571
0.236158020392722 2.03762885137859
0.114431889743822 0.420389739844402
0.0747313073981905 0.302116035474955
0.385344151316729 1.08242582038754
0.514878126683142 2.35229783159156
0.111498226560877 0.323167971595123
0.146121927309053 1.41946172947101
0.0102148945702742 0.0112241443411355
0.213646057645463 1.92186182153584
0.128554260571542 0.585009603744171
-0.0770298725321221 0.329707074445906
0.18559856581358 0.707217400651475
-0.154887070900187 0.599486605684533
-0.258007824685652 2.15603407168991
0.182826688454961 1.44842845900871
-0.101029889627533 0.727324546435307
0.0806706577743204 0.32554368617732
-0.378211076268112 1.42754313716177
0.252481685254478 1.46074046083763
0.0365142596263994 0.0740915650636395
0.218342606653058 2.73865001349461
0.50946125839504 2.28056421242322
-0.0353460346995029 0.0654932310748891
0.0641088297079121 0.332900337542342
0.266450352476073 1.11259235775439
0.242474551614498 1.46867939636145
-0.444153294811358 2.13603780241667
