g2gbeta g2gse g2gpval flot1beta flot1se flot1pval anovap gene_symbol adjP log2FoldChange ENSEMBL
-0.114442246154529 0.047241970559664 0.0154154077481727 -0.0376610631730235 0.0468231247728095 0.421208645383578 0.423277928153404 DPM1 0.573675223294365 -0.054333429074327 ENSG00000000419
0.00989063321051731 0.0664120222701702 0.881610166879473 -0.183427795874808 0.0589572078745349 0.00186327295024213 0.00341228192843465 SCYL3 0.0150449523087619 -0.264630371469778 ENSG00000000457
-0.134208938979734 0.103082664309699 0.19293193905514 0.0624550269309985 0.0766421927193082 0.415134751121723 0.417690318231419 C1orf112 0.568865219743159 0.0901035576319383 ENSG00000000460
-0.118417984551646 0.0929194765020823 0.202516341333117 0.338011128606606 0.0738943549605442 4.77932744047393e-06 4.87792535251825e-05 FGR 0.000548362655788466 0.487646979006033 ENSG00000000938
0.0280513141036983 0.0556048634342705 0.613926986211286 -0.150674689763794 0.0496111457056451 0.00238855349397116 0.00416149294744853 FUCA2 0.0175237649031225 -0.217377627709709 ENSG00000001036
-0.0680833319251267 0.223202196421049 0.760343419923505 0.735684648886964 0.186507375109656 7.99553692005794e-05 0.00032305998848156 GCLC 0.00241037687187341 1.06136859460736 ENSG00000001084
-0.178823614987939 0.0604173556063033 0.00307833428399662 0.123338261446002 0.0568127822491424 0.029934217864737 0.0353314459196099 NFYA 0.0915700653070262 0.177939498140014 ENSG00000001167
-0.064417177857984 0.112242811370872 0.566029272557906 0.382504512261998 0.0923812227582212 3.46548637117916e-05 0.000180748264129961 STPG1 0.00152422804438978 0.551837362958036 ENSG00000001460
-0.133330235808637 0.0675630540102027 0.0484478087363946 0.141759710669195 0.06329730774722 0.0251178674620474 0.0302376180439435 NIPAL3 0.0812874694450437 0.204516031580301 ENSG00000001461
-0.143376958985826 0.0806623851115088 0.0754868882732882 0.0731966471642459 0.0797345220493013 0.358616528887005 0.361400823915833 LAS1L 0.51382587702798 0.105600439873557 ENSG00000001497
-0.157335842051752 0.122594347840738 0.199356955217263 -0.486185270359221 0.091996580747993 1.25829161312652e-07 5.44695766786818e-06 ENPP4 9.74322613040181e-05 -0.701417078500508 ENSG00000001561
-0.0448977722861707 0.10522107211071 0.66959826029261 -0.161908617904885 0.101701997143712 0.111386828935467 0.117584898889949 ANKIB1 0.226077717862669 -0.233584760128564 ENSG00000001629
-0.241467903247946 0.148769389481732 0.10456758830804 0.37002914056278 0.13538446899458 0.00627274241233877 0.00917691214026429 CYP51A1 0.0328959422624318 0.533839206074327 ENSG00000001630
-0.0958299864786309 0.0978548507467863 0.327428079768395 -0.148952423389479 0.094653426435416 0.115565799431899 0.121727679134976 KRIT1 0.232158940901867 -0.214892922552394 ENSG00000001631
-0.0952648723789488 0.153748863537966 0.535512272678296 0.196477775362587 0.150221147460849 0.190899243424119 0.196089411322718 RAD52 0.333147711808871 0.283457512160501 ENSG00000002016
0.0225362513305009 0.106518015178136 0.832440795719219 0.200082438829065 0.101163532315783 0.0479499296694286 0.0539754992630432 BAD 0.125815916882501 0.288657942267661 ENSG00000002330
0.450131078615309 0.27605374175073 0.102976395696827 -1.10549059208085 0.205567953813707 7.54274798175913e-08 4.07984863150951e-06 LAP3 7.85746307758664e-05 -1.59488579494444 ENSG00000002549
0.0825343615077101 0.0657490969582416 0.209372523862115 0.217006419403598 0.0549075457694581 7.74311614308854e-05 0.000315837919888101 CD99 0.00236210646815657 0.313074085114642 ENSG00000002586
0.0825343615077101 0.0657490969582416 0.209372523862115 0.217006419403598 0.0549075457694581 7.74311614308854e-05 0.000315837919888101 NA 0.00236210646815657 0.313074085114642 ENSG00000002586.20_PAR_Y
0.118842021861554 0.19030495094808 0.532311068967073 -0.338259478729476 0.18176263534272 0.0627447870902151 0.0689986225729356 HS3ST1 0.151855547894967 -0.4880052724967 ENSG00000002587
0.0721717319507004 0.268458579938862 0.788054738856508 -0.790799730811007 0.23387770515626 0.000721560288872602 0.0016272348704272 AOC1 0.0085031994456739 -1.14088284997737 ENSG00000002726
0.118342705712506 0.113512072784277 0.297153922884962 0.224007461965461 0.107196641871114 0.036645897874038 0.0423393191569501 MAD1L1 0.104842206794286 0.323174454499694 ENSG00000002822
-0.073731002038348 0.039257023303903 0.0603591718168586 -0.0508120868911545 0.0383326925520213 0.184987186684752 0.19026538764168 LASP1 0.325321687447791 -0.0733063457750878 ENSG00000002834
0.0345646715365496 0.0602129904240823 0.565940660442034 -0.18257382619281 0.0519584635813671 0.000441675613494619 0.00112117452165034 SNX11 0.00639645091702105 -0.26339835364449 ENSG00000002919
0.00221708637406929 0.231536221230053 0.99235993424472 -0.0767931168648425 0.231182203268806 0.739756569803402 0.739948445188932 TMEM176A 0.833508847270384 -0.110789048875315 ENSG00000002933
-0.168544341410754 0.0682109496810679 0.0134762970862567 -0.208643832773286 0.0586813813638778 0.00037720760540183 0.000996128752123298 M6PR 0.00585324695386628 -0.301009422854086 ENSG00000003056
-0.0429236562475066 0.186130342821852 0.817617222541442 0.270458553548227 0.1805896463668 0.134226411675611 0.140193699446717 ICA1 0.25767158722957 0.390189213970029 ENSG00000003147
-0.145083802329896 0.0796273633208942 0.0684497525244321 0.0727952270391622 0.0786433292021036 0.354634316257326 0.357747701203539 ALS2 0.510075835586788 0.105021313049786 ENSG00000003393
0.342429177056074 0.174638160685831 0.0499032457620263 -0.661412495895907 0.135449770139569 1.04439780979071e-06 1.89073821012507e-05 CASP10 0.000260339654115205 -0.954216527811017 ENSG00000003400
-0.0253171805394048 0.092636724687154 0.784626235598247 -0.342243797936489 0.0729926636651287 2.74889145823742e-06 3.43681907476399e-05 CFLAR 0.000418179623273367 -0.493753430057976 ENSG00000003402
-0.0685948158217763 0.118727141558105 0.56343172361626 0.238647202510707 0.111866530326932 0.03289841428023 0.0384377466961101 TFPI 0.0976062255334791 0.344295135584221 ENSG00000003436
-0.0519919336871949 0.0989515420043678 0.59928553242978 0.110213039963421 0.0867369427528404 0.203850139242674 0.209826309732523 NDUFAF7 0.349905573879322 0.159003806196525 ENSG00000003509
-0.104025983800679 0.0696444786728828 0.135261460324886 -0.0698604212152974 0.0686642888532189 0.308953668566912 0.312390838107539 RBM5 0.465601395147343 -0.100787283241724 ENSG00000003756
0.0421342762278745 0.0670899052560359 0.529986210737594 0.145830230840236 0.0625325554577116 0.0196970642781804 0.0244146600415239 ARF5 0.0689065248665276 0.210388550844901 ENSG00000004059
-0.0333363398830531 0.0554031988214992 0.547371024239306 0.0606672153528065 0.0544727273272549 0.265400512319598 0.269463434348364 POLDIP2 0.419287775106866 0.0875242907340367 ENSG00000004142
-0.157994767271377 0.0900900565903879 0.0794746278333058 -0.0578671732726864 0.0895723247390937 0.518254400928635 0.519460183969468 PLXND1 0.662597690831404 -0.083484683910767 ENSG00000004399
0.110487761138057 0.0889405023978755 0.214138439723179 -0.195358761738078 0.0827663748512238 0.0182570170675729 0.0228470824084209 AK2 0.0655151435950082 -0.281843116753733 ENSG00000004455
0.746695483042707 0.475139092586307 0.116059520884837 -2.00028748824501 0.338547043641612 3.45346506946953e-09 7.8106107434264e-07 CD38 2.35110808481288e-05 -2.88580483964331 ENSG00000004468
-0.265505200521578 0.0876073491051369 0.00244046501513573 -0.141431722207074 0.0843765999311349 0.0936998006953775 0.100010001437608 FKBP4 0.201254100649365 -0.20404284425253 ENSG00000004478
-0.171348964554178 0.0560029754977884 0.0022160291552924 0.129951647484922 0.0516453092528926 0.01186166321849 0.0157337126837707 KDM1A 0.0496148151617712 0.187480597381848 ENSG00000004487
-0.215762630714126 0.0685546595388184 0.00164781267169212 0.0715023910665877 0.0675109243162329 0.289543642600707 0.293254350366501 RBM6 0.445856672587215 0.103156145003469 ENSG00000004534
-0.132619027092084 0.0875331091268693 0.129753985338329 0.144872194653489 0.0841370697432456 0.0850950122241452 0.0914290886575286 CAMKK1 0.18863383312135 0.209006396789289 ENSG00000004660
-0.18876410547131 0.112430990491954 0.0931650930215515 0.0755000034284055 0.11172460485875 0.499187439410707 0.500539984841861 RECQL 0.645430730415602 0.10892348053326 ENSG00000004700
-0.117723926135432 0.0803633899467613 0.142949573905648 -0.05945761411415 0.0797500735106456 0.455939699511896 0.457666167382565 VPS50 0.608056746223222 -0.0857792050255739 ENSG00000004766
-0.0481781917821738 0.110140644886344 0.661803682216148 0.12478528404712 0.108159251479339 0.24861576864214 0.252929791428503 NDUFAB1 0.40111636662891 0.1800271104707 ENSG00000004779
0.121050015212444 0.254733168834859 0.634642151410555 -0.107273253647997 0.254104964752054 0.672907369063171 0.673287731797237 PDK4 0.785718174241444 -0.154762591057989 ENSG00000004799
0.190309192377924 0.177517111135394 0.283692582109567 -0.0633922880281893 0.177202419461581 0.720538341399696 0.720775849002674 SLC22A16 0.819817240573059 -0.0914557395688735 ENSG00000004809
-0.257408936663554 0.122251162051392 0.0352413244702294 0.197548501252015 0.117734053895262 0.0933624231567804 0.0996739945122504 SLC25A13 0.200702396273661 0.28500224309133 ENSG00000004864
