infectionbeta infectionse infectionpval g2gbeta g2gse g2gpval anovap gene_symbol adjP log2FoldChange ENSEMBL
0.0592233471721996 0.0558845604253547 0.289260920234883 0.114442246154528 0.0376936753127372 0.00239649773914818 0.00417260726916673 DPM1 0.0173840177435058 0.165105260995331 ENSG00000000419
-0.132796727352708 0.0699886015399165 0.0577744971049048 -0.00989063321051809 0.0528807228216455 0.851631897948804 0.851667504952109 SCYL3 0.903547554890472 -0.0142691674840661 ENSG00000000457
-0.204101952335983 0.108846041610069 0.0607729783207209 0.134208938979734 0.0791810781886627 0.0900825809568455 0.0964057062026326 C1orf112 0.186126453380452 0.193622570709031 ENSG00000000460
0.699224403791412 0.0594187685532386 0 0.118417984551655 0.040347952592504 0.00333634452087606 0.0054526703464012 FGR 0.0213373086912449 0.170841039064739 ENSG00000000938
0.0302089203509191 0.0255724148217783 0.237480046549066 -0.0280513141036999 0.0187570553472258 0.134782083585654 0.140742889478517 FUCA2 0.246486536008611 -0.0404694917478264 ENSG00000001036
0.305867548634557 0.0580400833688916 1.36471028922003e-07 0.0680833319251301 0.0423815854061536 0.108178004438432 0.114400204755437 GCLC 0.211533407615082 0.0982234853355824 ENSG00000001084
0.0501816712499017 0.0785927028937664 0.523146345906945 0.178823614987937 0.0513938985738289 0.00050240345262198 0.00123548623634638 NFYA 0.00715590436798961 0.257987942536935 ENSG00000001167
0.139101246027424 0.0848475159792606 0.101124515783416 0.0644171778579832 0.0632337418912763 0.308338165439221 0.311783862653394 STPG1 0.445603228242507 0.0929343430437746 ENSG00000001460
-0.0392992150305338 0.0552931016787694 0.477243171152292 0.133330235808637 0.0354011276370053 0.000165704014122303 0.000543853801160203 NIPAL3 0.00406014992935117 0.192354870001676 ENSG00000001461
-0.320096327415937 0.0632715375337033 4.21264647165742e-07 0.143376958985826 0.0414314661276024 0.000539010347169855 0.00130300263760931 LAS1L 0.00741359497981883 0.206849227706591 ENSG00000001497
0.015565266798026 0.105254351030831 0.882435572564194 0.15733584205175 0.0751194530417328 0.0362176574415942 0.0418947744519269 ENPP4 0.0985893333569802 0.226987639082149 ENSG00000001561
0.320031598687017 0.110754549707805 0.00385784901285557 0.0448977722861722 0.0833874929292293 0.590284817898613 0.591029955938108 ANKIB1 0.703866004999508 0.0647737934242226 ENSG00000001629
-0.205849382550701 0.0834722485200673 0.0136600182243338 0.241467903247947 0.0485990017480289 6.74458678906475e-07 1.45209899067111e-05 CYP51A1 0.00041630153027071 0.348364546549669 ENSG00000001630
-0.297439365099237 0.104559948361153 0.00444563651902308 0.0958299864786301 0.0774093689491442 0.215729532002508 0.220543677385082 KRIT1 0.344020739990618 0.138253446261176 ENSG00000001631
-0.149209606178851 0.191273466692927 0.435340709847358 0.0952648723789491 0.143714744975829 0.507410789007641 0.508698707612414 RAD52 0.63426965261534 0.13743815895203 ENSG00000002016
-0.143070470972129 0.0896458202001814 0.110499398520534 -0.0225362513305042 0.0676616977122613 0.739079551377695 0.73927292592491 BAD 0.821736124123804 -0.0325129380347458 ENSG00000002330
1.15542039493765 0.190101456504425 1.21755650006605e-09 -0.450131078615309 0.122565586795344 0.0002401204200142 0.000712845995883797 LAP3 0.00489137003842231 -0.649401874868306 ENSG00000002549
-0.197801289912282 0.0351988465391052 1.91467686150304e-08 -0.0825343615077101 0.0227762250076692 0.000290410799187901 0.000820114454613065 CD99 0.00538434177746229 -0.11907191405011 ENSG00000002586
-0.197801289912282 0.0351988465391052 1.91467686150304e-08 -0.0825343615077101 0.0227762250076692 0.000290410799187901 0.000820114454613065 NA 0.00538434177746229 -0.11907191405011 ENSG00000002586.20_PAR_Y
-1.37787611457635 0.162544763743275 0 -0.118842021861557 0.12126534131281 0.32707802897258 0.330268697707034 HS3ST1 0.463372518112539 -0.171452795588886 ENSG00000002587
-0.213366537750939 0.094755654830228 0.024337746707114 -0.0721717319507007 0.0706113326127602 0.306734317879377 0.310202283632186 AOC1 0.443834246698257 -0.104121799777643 ENSG00000002726
-0.423932756727241 0.0973132339776153 1.32235287328974e-05 -0.118342705712505 0.0708683571908785 0.0949401666346554 0.101245047670779 MAD1L1 0.19341762720249 -0.170732434656814 ENSG00000002822
0.213513898449694 0.0365415021475272 5.12529996221645e-09 0.0737310020383509 0.0247388498144652 0.0028789751264251 0.00483767098355323 LASP1 0.0194763175827117 0.106371351000503 ENSG00000002834
-0.466649643953662 0.0574907069821596 4.44089209850063e-16 -0.0345646715365527 0.0430753816613652 0.422308386061347 0.424366224226104 SNX11 0.556471039850375 -0.0498662802157405 ENSG00000002919
-0.200037752093007 0.0667340828570589 0.00272172563366713 -0.00221708637406614 0.0504448715685696 0.964943718039541 0.964944188122677 TMEM176A 0.978551129085795 -0.00319857951708765 ENSG00000002933
0.00967369642186116 0.0601871839040381 0.872308541873879 0.168544341410764 0.0357897973982463 2.48587775275588e-06 3.22702533578827e-05 M6PR 0.000676490102529103 0.243158085523205 ENSG00000003056
-0.0819010371811278 0.126954089433241 0.518847305757757 0.0429236562475113 0.0957012546733429 0.653779994846156 0.65423079205295 ICA1 0.755557440983067 0.061925746005107 ENSG00000003147
-0.242089092965698 0.100063563984013 0.0155481396625845 0.145083802329892 0.0716718174781407 0.042941385207212 0.0488410276797596 ALS2 0.110803393780441 0.20931168213465 ENSG00000003393
0.0956127235896703 0.133468520861335 0.473763472288603 -0.342429177056076 0.0831996467962429 3.85917794107904e-05 0.000194585946975899 CASP10 0.00201104175816985 -0.494020875594489 ENSG00000003400
0.945437835818984 0.0758603148329999 0 0.0253171805393997 0.0571895638177838 0.657990829956729 0.658425438563015 CFLAR 0.758796643909305 0.0365249708134826 ENSG00000003402
0.341694662976441 0.0823828679521402 3.35916771132538e-05 0.0685948158217842 0.0612169336303257 0.262492113990488 0.266598227492398 TFPI 0.395238954264704 0.0989614006167798 ENSG00000003436
NA NA NA NA NA NA 0.547503745123863 NDUFAF7 0.667152307377035 NA ENSG00000003509
-0.17928197748306 0.0648265285629814 0.00568242817608033 0.104025983800672 0.0458347233173707 0.0232325317374176 0.0282247895507651 RBM5 0.0729256548125426 0.150077770952826 ENSG00000003756
-0.231498239869005 0.0573741880596055 5.46290913536751e-05 -0.0421342762278769 0.0427965174493042 0.324857044962545 0.328077165842405 ARF5 0.461511312528417 -0.0607869113654038 ENSG00000004059
-0.0972415582159059 0.0434048406360237 0.0250689217459248 0.0333363398830484 0.0323371356707341 0.302587909221297 0.306113748867908 POLDIP2 0.439399902210142 0.0480941722306628 ENSG00000004142
-0.177494510138026 0.0697866786407456 0.0109783655362221 0.157994767271365 0.0457117249400091 0.000547586222207297 0.00131868213475305 PLXND1 0.00747696496362751 0.227938267228804 ENSG00000004399
-0.0696274906852778 0.0643123365738745 0.278965603696481 -0.110487761138058 0.0449930426898208 0.014062486709429 0.0182148051962244 AK2 0.0521366101775679 -0.1594001450728 ENSG00000004455
1.60828168298036 0.332485851586292 1.31718521823032e-06 -0.746695483042711 0.21836210463919 0.000627297157006934 0.00146216248732527 CD38 0.00805632924675007 -1.07725387043991 ENSG00000004468
0.162696199794028 0.0989875227255289 0.100258211988073 0.265505200521578 0.0603408700304926 1.08206472306804e-05 8.28249004006306e-05 FKBP4 0.00120021187650139 0.383043036122711 ENSG00000004478
-0.222963538431153 0.069254362622608 0.00128420065228085 0.171348964554181 0.0438759406897837 9.41063160482258e-05 0.000362526200514007 KDM1A 0.00309755313385982 0.247204301423776 ENSG00000004487
-0.19902335090804 0.0835158892608386 0.0171694091696286 0.215762630714116 0.051889364641684 3.20865937075698e-05 0.000171483902167885 RBM6 0.00186364477497935 0.311279677340412 ENSG00000004534
0.0456684163994042 0.0734630661256293 0.534171128527347 0.13261902709208 0.0509445595171156 0.0092357266290144 0.0127098288494139 CAMKK1 0.0400294258495337 0.191328812713263 ENSG00000004660
-0.00478191346152252 0.0777470459433219 0.950956198720438 0.188764105471307 0.0496415581391712 0.000143219026981667 0.000489472414474599 RECQL 0.00376328415700858 0.272329038861296 ENSG00000004700
-0.0747727339739474 0.0963914784586027 0.437914718586583 0.117723926135424 0.0701737414518096 0.0934239393013034 0.0997352633697133 VPS50 0.191144032682156 0.169839724429554 ENSG00000004766
0.0403907938929048 0.0664350683448138 0.543204721669416 0.0481781917821738 0.0495741011818929 0.331129176392125 0.334266007432825 NDUFAB1 0.467209135758014 0.0695064383631395 ENSG00000004779
-1.64653538826582 0.155207773897085 0 -0.121050015212447 0.115578419408453 0.294942341292951 0.298576035175129 PDK4 0.430936170804376 -0.17463825664653 ENSG00000004799
0.0715820211546475 0.163516205579629 0.661555095877798 -0.190309192377925 0.119467801980253 0.111165854889168 0.117365749356658 SLC22A16 0.215588314024511 -0.274558128079216 ENSG00000004809
0.212481944477114 0.0938530349198904 0.0235749841423769 0.25740893666355 0.0565051250542154 5.22618219855886e-06 5.16506552528338e-05 SLC25A13 0.000890902854409113 0.371362596405005 ENSG00000004864
-0.124752317285082 0.0543121146055782 0.0216215112300744 0.0287065317160682 0.0407763731594543 0.481433307965754 0.482932369560902 ST7 0.61020142529445 0.0414147709478933 ENSG00000004866
0.120003417499231 0.0668409109239781 0.0725965525356331 0.0634310738793864 0.0494086201733688 0.199209908516154 0.204275089035631 CDC27 0.324611780944118 0.0915116957240523 ENSG00000004897
0.0252073391446249 0.0691135302802593 0.715317701548908 0.0620673612188859 0.0512105610806864 0.225511175769806 0.230176074314906 HCCS 0.354640609223592 0.0895442742315508 ENSG00000004961
-0.627759717641319 0.111971860006324 2.06570975880283e-08 0.00355746011526038 0.0846406934696219 0.966474671856777 0.966475082953563 DVL2 0.979343739238855 0.00513233006644639 ENSG00000004975
0.034239703838395 0.0481044596240226 0.476602157912251 0.108857295777321 0.0315141845469656 0.000551862990310292 0.00132648278594328 UPF1 0.00750637419697602 0.157047880782525 ENSG00000005007
-0.294861339043237 0.0903457119408967 0.00109967371266828 0.200684427601811 0.059543847657676 0.000750690101244844 0.00167737005657274 SKAP2 0.00887467332356416 0.289526428484774 ENSG00000005020
-0.222034516198129 0.0455155264509324 1.07050293141064e-06 0.0973215415654415 0.0303432163552496 0.00133960424172885 0.00262920530456783 SLC25A5 0.0123328094917663 0.140405305388132 ENSG00000005022
